CTYNAME,YEAR,CTYCODE,MIDTERM,TOTVOTERS,SOCIALCAP.Religious2014,SOCIALCAP.Civic2014,SOCIALCAP.Business2014,SOCIALCAP.Political2014,SOCIALCAP.Professional2014,SOCIALCAP.Labor2014,SOCIALCAP.Bowling2014,SOCIALCAP.Recreational2014,SOCIALCAP.Golf2014,SOCIALCAP.Sports2014,SOCIALCAP.pop2014,SOCIALCAP.assn2014,SOCIALCAP.pvote2012,SOCIALCAP.respn2010,SOCIALCAP.nccs2014,SOCIALCAP.sk2014,SOCIALCAP.relig09,SOCIALCAP.civic09,SOCIALCAP.bus09,SOCIALCAP.pol09,SOCIALCAP.prof09,SOCIALCAP.labor09,SOCIALCAP.bowl09,SOCIALCAP.fitns09,SOCIALCAP.golf09,SOCIALCAP.sport09,SOCIALCAP.pop09,SOCIALCAP.respn10,SOCIALCAP.pvote08,SOCIALCAP.nccs09,SOCIALCAP.assn09,SOCIALCAP.sk09,HOUSE.Congress (Years),HOUSE.# of House Seats,HOUSE.Democrats,HOUSE.Republicans,HOUSE.Other,HOUSE.Del./Res.,SENATE.Session,SENATE.Total Seats,SENATE.Democrat,SENATE.Republican,SENATE.Other Parties,STATELEGIS.Session,STATELEGIS.House,STATELEGIS.Senate,STATELEGIS.Governor,VOTE_ELI.HD01_VD09,VOTE_ELI.HD01_VD11,VOTE_ELI.HD01_VD20,VOTE_ELI.HD01_VD22,VOTE_ELIGIBLE,Citizen: Total,Citizen: US Born,Citizen: Puerto Rico/US Islands Born,Citizen: Born Abroad,Citizen: Naturalization,Not Citizen,Percent Married,Percent Divorced,POPULATION,WHITE,BLACK,INDIAN,ASIAN,HAWAIIAN,OTHERS,X1,TOTALMALE,TOTALFEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE18ABOVE,POPULATION 18-24,HIGHSCHOOL DEGREE,BACHELOR'S DEGREE,POPULATION >25,HIGHSCHOOL DEGREE >25,BACHELOR'S DEGREE >25,GRADUATE DEGREE >25,INCOME.GEO.id,INCOME.GEO.id2,INCOME.GEO.display-label,INCOME.HC01_EST_VC01,INCOME.HC01_MOE_VC01,INCOME.HC02_EST_VC01,INCOME.HC02_MOE_VC01,INCOME.HC03_EST_VC01,INCOME.HC03_MOE_VC01,INCOME.HC04_EST_VC01,INCOME.HC04_MOE_VC01,INCOME.HC01_EST_VC02,INCOME.HC01_MOE_VC02,INCOME.HC02_EST_VC02,INCOME.HC02_MOE_VC02,INCOME.HC03_EST_VC02,INCOME.HC03_MOE_VC02,INCOME.HC04_EST_VC02,INCOME.HC04_MOE_VC02,INCOME.HC01_EST_VC03,INCOME.HC01_MOE_VC03,INCOME.HC02_EST_VC03,INCOME.HC02_MOE_VC03,INCOME.HC03_EST_VC03,INCOME.HC03_MOE_VC03,INCOME.HC04_EST_VC03,INCOME.HC04_MOE_VC03,INCOME.HC01_EST_VC04,INCOME.HC01_MOE_VC04,INCOME.HC02_EST_VC04,INCOME.HC02_MOE_VC04,INCOME.HC03_EST_VC04,INCOME.HC03_MOE_VC04,INCOME.HC04_EST_VC04,INCOME.HC04_MOE_VC04,INCOME.HC01_EST_VC05,INCOME.HC01_MOE_VC05,INCOME.HC02_EST_VC05,INCOME.HC02_MOE_VC05,INCOME.HC03_EST_VC05,INCOME.HC03_MOE_VC05,INCOME.HC04_EST_VC05,INCOME.HC04_MOE_VC05,INCOME.HC01_EST_VC06,INCOME.HC01_MOE_VC06,INCOME.HC02_EST_VC06,INCOME.HC02_MOE_VC06,INCOME.HC03_EST_VC06,INCOME.HC03_MOE_VC06,INCOME.HC04_EST_VC06,INCOME.HC04_MOE_VC06,INCOME.HC01_EST_VC07,INCOME.HC01_MOE_VC07,INCOME.HC02_EST_VC07,INCOME.HC02_MOE_VC07,INCOME.HC03_EST_VC07,INCOME.HC03_MOE_VC07,INCOME.HC04_EST_VC07,INCOME.HC04_MOE_VC07,INCOME.HC01_EST_VC08,INCOME.HC01_MOE_VC08,INCOME.HC02_EST_VC08,INCOME.HC02_MOE_VC08,INCOME.HC03_EST_VC08,INCOME.HC03_MOE_VC08,INCOME.HC04_EST_VC08,INCOME.HC04_MOE_VC08,INCOME.HC01_EST_VC09,INCOME.HC01_MOE_VC09,INCOME.HC02_EST_VC09,INCOME.HC02_MOE_VC09,INCOME.HC03_EST_VC09,INCOME.HC03_MOE_VC09,INCOME.HC04_EST_VC09,INCOME.HC04_MOE_VC09,INCOME.HC01_EST_VC10,INCOME.HC01_MOE_VC10,INCOME.HC02_EST_VC10,INCOME.HC02_MOE_VC10,INCOME.HC03_EST_VC10,INCOME.HC03_MOE_VC10,INCOME.HC04_EST_VC10,INCOME.HC04_MOE_VC10,INCOME.HC01_EST_VC11,INCOME.HC01_MOE_VC11,INCOME.HC02_EST_VC11,INCOME.HC02_MOE_VC11,INCOME.HC03_EST_VC11,INCOME.HC03_MOE_VC11,INCOME.HC04_EST_VC11,INCOME.HC04_MOE_VC11,INCOME.HC01_EST_VC13,INCOME.HC01_MOE_VC13,INCOME.HC02_EST_VC13,INCOME.HC02_MOE_VC13,INCOME.HC03_EST_VC13,INCOME.HC03_MOE_VC13,INCOME.HC04_EST_VC13,INCOME.HC04_MOE_VC13,INCOME.HC01_EST_VC15,INCOME.HC01_MOE_VC15,INCOME.HC02_EST_VC15,INCOME.HC02_MOE_VC15,INCOME.HC03_EST_VC15,INCOME.HC03_MOE_VC15,INCOME.HC04_EST_VC15,INCOME.HC04_MOE_VC15,INCOME.HC01_EST_VC18,INCOME.HC01_MOE_VC18,INCOME.HC02_EST_VC18,INCOME.HC02_MOE_VC18,INCOME.HC03_EST_VC18,INCOME.HC03_MOE_VC18,INCOME.HC04_EST_VC18,INCOME.HC04_MOE_VC18,INCOME.HC01_EST_VC19,INCOME.HC01_MOE_VC19,INCOME.HC02_EST_VC19,INCOME.HC02_MOE_VC19,INCOME.HC03_EST_VC19,INCOME.HC03_MOE_VC19,INCOME.HC04_EST_VC19,INCOME.HC04_MOE_VC19,INCOME.HC01_EST_VC20,INCOME.HC01_MOE_VC20,INCOME.HC02_EST_VC20,INCOME.HC02_MOE_VC20,INCOME.HC03_EST_VC20,INCOME.HC03_MOE_VC20,INCOME.HC04_EST_VC20,INCOME.HC04_MOE_VC20,EMPLOY.GEO.id,EMPLOY.GEO.id2,EMPLOY.HC01_EST_VC01,EMPLOY.HC01_MOE_VC01,EMPLOY.HC02_EST_VC01,EMPLOY.HC02_MOE_VC01,EMPLOY.HC03_EST_VC01,EMPLOY.HC03_MOE_VC01,EMPLOY.HC04_EST_VC01,EMPLOY.HC04_MOE_VC01,OCC.HC01_EST_VC01,OCC.HC01_EST_VC02,OCC.HC01_EST_VC03,OCC.HC01_EST_VC04,OCC.HC01_EST_VC05,OCC.HC01_EST_VC06,OCC.HC01_EST_VC07,OCC.HC01_EST_VC08,OCC.HC01_EST_VC09,OCC.HC01_EST_VC10,OCC.HC01_EST_VC11,OCC.HC01_EST_VC12,OCC.HC01_EST_VC13,OCC.HC01_EST_VC14,VOTEPERCENT,OCC.Agriculture,OCC.Construction,OCC.Manufacturing,OCC.WholesaleTrade,OCC.RetailTrade,OCC.Transportation,OCC.Information,OCC.Finance,OCC.Professional,OCC.Education,OCC.Arts,OCC.OtherServices,OCC.PublicAdmin
becker,2010,3,1,11904,40,13,3,1,1,1,2,4,5,0,33246,2.105516453107141,0.7772822167394192,0.7,222,1.2627133103358563,36,14,4,1,1,1,2,2,5,0,32407,0.7,0.6880399,214,2.036597031505539,1.0525471534133837,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,11982,74,12005,191,24252,32274,31736,25,105,301,107,58.5,10.6,32274,29021,147,2406,144,7,97,27,16097,16177,4.9,5,4.8,5.2,5.4,5,75.5,2336,34.4,2.8,22020,33.5,14.8,6.4,0500000US27005,27005,"Becker County, Minnesota",13345,222,9109,228,7304,205,4236,232,6.2,0.8,3.5,0.7,1.4,0.5,14.1,2.1,6.2,1,3.5,1.1,1.3,0.4,12,2.2,13.5,1.2,9.2,1.1,5.6,1.0,23.2,3,11.9,1.3,10.5,1.4,9.7,1.4,15.7,2.8,16.2,1.1,15.9,1.5,15.9,1.7,15.5,2.4,20.6,1.5,23.9,1.9,26.8,2.0,12.7,2.6,12.3,1,16.4,1.4,19.0,1.8,3.3,0.9,8.7,0.9,11.4,1.2,13.6,1.4,2,0.9,2.3,0.6,3.2,0.9,3.9,1.0,0.4,0.4,2.1,0.6,2.4,0.6,2.9,0.8,1.2,0.9,46056,1577,55907,1416,63201,2488,25477,1965,58696,1893,68978,2456,N,N,34368,2310,25.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X),0500000US27005,27005,25295,67,65.6,0.9,62,0.9,5.3,0.7,15695,793,1386,2113,390,2122,933,258,751,699,3570,1173,833,674,0.49084611578426524,0.05052564510990761,0.08830837846447913,0.13462886269512583,0.024848677922905384,0.13520229372411596,0.05944568333864288,0.01643835616438356,0.04784963364128703,0.04453647658489965,0.2274609748327493,0.0747371774450462,0.05307422746097483,0.042943612615482636
becker,2014,3,1,12124,40,13,3,1,1,1,2,4,5,0,33246,2.105516453107141,0.7772822167394192,0.7,222,1.2627133103358563,36,14,4,1,1,1,2,2,5,0,32407,0.7,0.6880399,214,2.036597031505539,1.0525471534133837,113th (2013–2015),435,201,234,0,5/1,113 (2013-2015),100,53,45,2,"88th, 2013-2014",DFL,DFL,DFL,12309,89,12028,121,24547,32971,32316,2,82,234,337,57.4,10.4,32971,29021,147,2406,144,7,97,201,16556,16415,4.8,4.9,4.8,5.2,5.2,5.2,75.4,2236,38.2,5.1,22617,33.1,15.4,6.2,0500000US27005,27005,"Becker County, Minnesota",13534,228,9166,237,7296,216,4368,218,6.3,0.9,3.7,0.9,1.1,0.3,13.6,2.6,6.2,1,3.2,0.9,1.4,0.5,13,2.4,11.5,1.4,7.8,1.2,5.1,1.0,20.8,3,11.6,1.1,9.4,1.1,8.0,1.2,15.8,2.2,12.9,1.1,13.5,1.4,13.0,1.5,11.8,1.9,21.7,1.4,24.5,1.6,25.9,1.7,15,2.1,13.3,1,16.4,1.2,19.2,1.6,5.2,1.4,11.2,1,14.8,1.3,18.0,1.6,3.3,1.4,3,0.5,3.7,0.6,4.5,0.8,0.8,0.5,2.4,0.4,3.1,0.6,3.8,0.8,0.9,0.5,51470,1773,61654,1692,71068,1757,26575,1777,62672,1635,73118,2049,82392,2304,37414,2064,28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X),0500000US27005,27005,25793,54,63.6,0.9,60.7,1,4.5,0.8,15668,822,1332,2123,378,2088,733,215,599,791,3853,1306,785,643,0.4939096427261987,0.05246362011743681,0.08501404135818229,0.13549910645902477,0.024125606331376052,0.1332652540209344,0.04678325248914986,0.013722236405412305,0.038230788869032424,0.05048506510084248,0.24591524125606332,0.083354608118458,0.05010211896859842,0.041039060505488896
beltrami,2002,4,1,15547,31,7,2,0,0,1,2,6,3,0,45623,1.1397759901803914,0.7499319820432594,0.76,283,0.17947911629843735,31,10,2,0,0,1,1,6,4,0,44226,0.76,0.6806661,290,1.2436123547234659,0.31554035853569196,107th (2001–2003),435,213,220,Independent (2),4/1,107 (2001-2003),100,50,49,1,"82nd, 2001-2002",Republican,DFL,Reform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
beltrami,2006,4,1,17139,31,7,2,0,0,1,2,6,3,0,45623,1.1397759901803914,0.7499319820432594,0.76,283,0.17947911629843735,31,10,2,0,0,1,1,6,4,0,44226,0.76,0.6806661,290,1.2436123547234659,0.31554035853569196,109th (2005–2007),435,201,233,Independent (1),4/1,109 (2005-2007),100,44,55,1,"84th, 2005-2006",Republican,DFL,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
beltrami,2010,4,1,16187,31,7,2,0,0,1,2,6,3,0,45623,1.1397759901803914,0.7499319820432594,0.76,283,0.17947911629843735,31,10,2,0,0,1,1,6,4,0,44226,0.76,0.6806661,290,1.2436123547234659,0.31554035853569196,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,15728,85,16035,256,32104,43781,42392,8,241,436,704,49.8,9,43781,33650,386,9109,415,49,118,28,21913,21868,10.3,10.9,9.7,6.7,6.7,6.7,74.6,6308,32.1,7,26354,27.9,18.4,10.7,0500000US27007,27007,"Beltrami County, Minnesota",16759,387,10957,378,8273,277,5802,330,9.3,1.5,6.4,1.5,2.0,0.9,16,2.8,8.4,1.4,3.9,1.2,2.3,0.8,18.6,3.6,12.9,1.2,11.1,1.7,8.2,1.6,17.7,2.6,11.5,1.3,10.5,1.5,8.5,1.5,13.1,2.4,14,1.3,13.8,1.5,13.4,1.4,13.6,2.3,20.4,1.7,22.5,2.2,26.1,2.5,13.6,2.5,11.4,1.3,14.8,1.6,18.5,2.0,4.6,1.9,9.1,1.2,12.6,1.7,15.5,2.0,2.1,0.9,1.6,0.5,2.4,0.7,2.9,0.8,0.3,0.4,1.5,0.4,2.1,0.6,2.6,0.8,0.4,0.4,43394,1813,54781,2485,63768,2062,23541,2348,53467,1635,63380,2232,73072,2505,32727,2112,29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),0500000US27007,27007,33986,106,65.8,1.7,59.9,1.8,8.9,1.3,20353,629,1315,1421,451,2723,801,335,857,1015,6486,2255,877,1188,0.5042050834786942,0.03090453495799145,0.0646096398565322,0.06981771728983442,0.022158895494521692,0.13378863066869748,0.039355377585613915,0.016459490001473984,0.04210681472018867,0.04986979806416744,0.3186753795509262,0.11079447747260845,0.04308947083967966,0.058369773497764454
beltrami,2014,4,1,15567,31,7,2,0,0,1,2,6,3,0,45623,1.1397759901803914,0.7499319820432594,0.76,283,0.17947911629843735,31,10,2,0,0,1,1,6,4,0,44226,0.76,0.6806661,290,1.2436123547234659,0.31554035853569196,113th (2013–2015),435,201,234,0,5/1,113 (2013-2015),100,53,45,2,"88th, 2013-2014",DFL,DFL,DFL,16357,161,16725,259,33502,45236,44020,0,336,469,411,45.7,11.1,45236,33650,386,9109,415,49,118,202,22654,22582,10.3,10.6,10,6.3,6.5,6.1,74.8,6554,22.7,7.2,27268,26.9,18.1,8.7,0500000US27007,27007,"Beltrami County, Minnesota",16793,315,11118,325,7754,294,5675,353,7.7,1.2,5.5,1.4,1.5,0.7,14.1,2.5,8.1,1.3,3.7,1,2.1,0.8,17.6,3.5,12.6,1.4,10,1.5,6.4,1.6,19.1,3.1,12.6,1.4,11,1.6,8.2,1.7,14.3,3,13.9,1.6,15,1.8,13.1,1.9,12,2.7,19.4,1.5,21.8,1.9,24.8,2.3,13.4,2.3,12,1.1,15.3,1.7,20.1,2.2,4.1,1.1,9.3,1,12,1.4,16.2,1.9,3.4,1.1,2.3,0.5,2.8,0.7,3.8,1.0,1.4,0.8,2.2,0.5,2.9,0.7,3.9,1.0,0.7,0.4,43990,1484,55369,3086,67327,2415,24529,2160,57559,1618,67151,2485,80392,3068,36099,2424,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.8,(X),0500000US27007,27007,35131,92,65.1,1.3,57.9,1.4,11,1.3,20340,540,1392,1555,416,2755,854,332,648,976,6252,2390,836,1394,0.46465882633872607,0.02654867256637168,0.06843657817109144,0.0764503441494592,0.020452310717797444,0.13544739429695182,0.04198623402163225,0.01632251720747296,0.03185840707964602,0.047984267453294004,0.30737463126843656,0.11750245821042281,0.04110127826941986,0.06853490658800393
benton,2002,5,1,13724,34,13,1,0,0,1,0,4,4,0,39439,1.445269910494688,0.78341253044763,0.84,146,0.1314295891004305,30,14,0,0,0,0,0,3,4,0,38418,0.84,0.6467028,175,1.3275027330938622,-0.13651036787714332,107th (2001–2003),435,213,220,Independent (2),4/1,107 (2001-2003),100,50,49,1,"82nd, 2001-2002",Republican,DFL,Reform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
benton,2006,5,1,14362,34,13,1,0,0,1,0,4,4,0,39439,1.445269910494688,0.78341253044763,0.84,146,0.1314295891004305,30,14,0,0,0,0,0,3,4,0,38418,0.84,0.6467028,175,1.3275027330938622,-0.13651036787714332,109th (2005–2007),435,201,233,Independent (1),4/1,109 (2005-2007),100,44,55,1,"84th, 2005-2006",Republican,DFL,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
benton,2010,5,1,13827,34,13,1,0,0,1,0,4,4,0,39439,1.445269910494688,0.78341253044763,0.84,146,0.1314295891004305,30,14,0,0,0,0,0,3,4,0,38418,0.84,0.6467028,175,1.3275027330938622,-0.13651036787714332,111th (2009–2011),435,257,178,0,5/1,111 (2009-2011),100,57,41,2,"86th, 2009-2010",DFL,DFL,Republican,13793,165,14199,184,28341,38148,37442,24,86,352,244,54,8,38148,36841,954,195,438,0,42,29,19097,19051,8.4,8.3,8.5,9,9.3,8.6,74.9,4181,30.5,10.3,24392,34.4,13.7,5.9,0500000US27009,27009,"Benton County, Minnesota",14986,246,9868,366,7800,352,5118,361,6.1,1.3,3.2,1.1,1.7,0.9,12.7,3,5.1,1.2,3.7,1.4,1.1,0.7,8.7,2.6,11.7,1.6,7.1,1.7,4.1,1.2,21.6,3.9,10.9,1.5,8.6,1.6,6.6,1.5,17.3,3.1,15.3,1.6,12.1,1.7,11.4,1.9,20.4,3.6,22.7,1.9,28,2.6,30.7,2.9,11,2.6,14.7,1.6,18.8,1.9,22.1,2.3,5.8,2,9.7,1.4,13.6,1.9,16.4,2.4,1,0.8,2.4,0.7,3.6,1,4.4,1.3,0.1,0.1,1.3,0.4,1.3,0.4,1.6,0.5,1.4,0.9,50848,1898,63566,2052,71094,2596,28615,1566,59386,1719,70055,2441,N,N,35892,2858,24,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),0500000US27009,27009,29638,107,74.7,1.2,68.4,1.4,8.1,1.1,20287,532,1549,3307,583,2681,1084,295,908,1606,4913,1284,943,602,0.487879750185244,0.026223690047813872,0.07635431557154829,0.16301079509045202,0.028737615221570464,0.13215359589885148,0.05343323310494405,0.014541331887415587,0.044757726622960514,0.07916399664809977,0.24217479173855178,0.06329176319810716,0.04648296938926406,0.02967417558042096
benton,2014,5,1,13292,34,13,1,0,0,1,0,4,4,0,39439,1.445269910494688,0.78341253044763,0.84,146,0.1314295891004305,30,14,0,0,0,0,0,3,4,0,38418,0.84,0.6467028,175,1.3275027330938622,-0.13651036787714332,113th (2013–2015),435,201,234,0,5/1,113 (2013-2015),100,53,45,2,"88th, 2013-2014",DFL,DFL,DFL,14192,213,14337,237,28979,38980,38061,0,65,465,389,51.6,10.4,38980,36841,954,195,438,0,42,203,19473,19507,7,7.1,6.9,8.3,8.5,8.2,75.3,3567,27.3,7.6,25776,32.9,14.1,6.1,0500000US27009,27009,"Benton County, Minnesota",15466,231,10158,308,7551,315,5308,329,7.3,1.6,6,1.7,2.2,1.4,13.5,2.9,4.6,1,1.6,0.5,0.4,0.3,10.8,2.7,11.5,1.8,6.7,1.6,3.4,1.2,21.7,4.3,9.4,1.4,7.9,1.6,5.7,1.3,12.8,2.8,14.9,1.6,13.6,2.1,12.4,2.1,17,2.5,20.4,1.8,22.2,2.3,23.6,2.6,15.5,2.9,14.3,1.4,19.1,1.9,23.1,2.3,4.6,1.5,12.9,1.4,17.1,2.1,21.8,2.7,2.8,1.4,3.3,0.8,4,0.9,5.1,1.2,1.3,1,1.4,0.4,1.8,0.5,2.3,0.7,0.1,0.2,53006,2586,64487,3892,77149,2378,26820,2197,61619,1671,72063,2263,N,N,36190,2346,29,(X),(X),(X),(X),(X),(X),(X),(X),(X),27,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),0500000US27009,27009,30263,86,70.9,1.3,65.1,1.6,8.1,1.5,19701,557,1516,2789,672,2525,1159,189,961,1610,4800,1359,957,607,0.4586769729804341,0.028272676513882544,0.07695040860870006,0.1415664179483275,0.03410994365768235,0.1281660829399523,0.058829501040556315,0.009593421653723162,0.04877924978427491,0.0817217400131973,0.24364245469773108,0.06898126998629511,0.048576214405360134,0.030810618750317244
big stone,2002,6,1,2741,15,3,0,0,0,0,1,0,1,0,5125,3.902439024390244,0.7533765532144786,0.82,61,3.638338463860842,15,3,0,0,0,0,1,1,1,0,5285,0.82,0.6922899,70,3.9735099337748343,3.6447522264902856,107th (2001–2003),435,213,220,Independent (2),4/1,107 (2001-2003),100,50,49,1,"82nd, 2001-2002",Republican,DFL,Reform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
