"","X1","CTYNAME","YEAR","CTYCODE","MIDTERM","TOTVOTERS","SOCIALCAP.Religious2014","SOCIALCAP.Civic2014","SOCIALCAP.Business2014","SOCIALCAP.Political2014","SOCIALCAP.Professional2014","SOCIALCAP.Labor2014","SOCIALCAP.Bowling2014","SOCIALCAP.Recreational2014","SOCIALCAP.Golf2014","SOCIALCAP.Sports2014","SOCIALCAP.pop2014","SOCIALCAP.assn2014","SOCIALCAP.pvote2012","SOCIALCAP.respn2010","SOCIALCAP.nccs2014","SOCIALCAP.sk2014","SOCIALCAP.relig09","SOCIALCAP.civic09","SOCIALCAP.bus09","SOCIALCAP.pol09","SOCIALCAP.prof09","SOCIALCAP.labor09","SOCIALCAP.bowl09","SOCIALCAP.fitns09","SOCIALCAP.golf09","SOCIALCAP.sport09","SOCIALCAP.pop09","SOCIALCAP.respn10","SOCIALCAP.pvote08","SOCIALCAP.nccs09","SOCIALCAP.assn09","SOCIALCAP.sk09","HOUSE.Congress (Years)","HOUSE.# of House Seats","HOUSE.Democrats","HOUSE.Republicans","HOUSE.Other","HOUSE.Del./Res.","SENATE.Session","SENATE.Total Seats","SENATE.Democrat","SENATE.Republican","SENATE.Other Parties","STATELEGIS.Session","STATELEGIS.House","STATELEGIS.Senate","STATELEGIS.Governor","VOTE_ELI.HD01_VD09","VOTE_ELI.HD01_VD11","VOTE_ELI.HD01_VD20","VOTE_ELI.HD01_VD22","VOTE_ELIGIBLE","Citizen: Total","Citizen: US Born","Citizen: Puerto Rico/US Islands Born","Citizen: Born Abroad","Citizen: Naturalization","Not Citizen","Percent Married","Percent Divorced","POPULATION","WHITE","BLACK","INDIAN","ASIAN","HAWAIIAN","OTHERS","INCOME.GEO.id","INCOME.GEO.id2","INCOME.GEO.display-label","INCOME.HC01_EST_VC01","INCOME.HC01_MOE_VC01","INCOME.HC02_EST_VC01","INCOME.HC02_MOE_VC01","INCOME.HC03_EST_VC01","INCOME.HC03_MOE_VC01","INCOME.HC04_EST_VC01","INCOME.HC04_MOE_VC01","INCOME.HC01_EST_VC02","INCOME.HC01_MOE_VC02","INCOME.HC02_EST_VC02","INCOME.HC02_MOE_VC02","INCOME.HC03_EST_VC02","INCOME.HC03_MOE_VC02","INCOME.HC04_EST_VC02","INCOME.HC04_MOE_VC02","INCOME.HC01_EST_VC03","INCOME.HC01_MOE_VC03","INCOME.HC02_EST_VC03","INCOME.HC02_MOE_VC03","INCOME.HC03_EST_VC03","INCOME.HC03_MOE_VC03","INCOME.HC04_EST_VC03","INCOME.HC04_MOE_VC03","INCOME.HC01_EST_VC04","INCOME.HC01_MOE_VC04","INCOME.HC02_EST_VC04","INCOME.HC02_MOE_VC04","INCOME.HC03_EST_VC04","INCOME.HC03_MOE_VC04","INCOME.HC04_EST_VC04","INCOME.HC04_MOE_VC04","INCOME.HC01_EST_VC05","INCOME.HC01_MOE_VC05","INCOME.HC02_EST_VC05","INCOME.HC02_MOE_VC05","INCOME.HC03_EST_VC05","INCOME.HC03_MOE_VC05","INCOME.HC04_EST_VC05","INCOME.HC04_MOE_VC05","INCOME.HC01_EST_VC06","INCOME.HC01_MOE_VC06","INCOME.HC02_EST_VC06","INCOME.HC02_MOE_VC06","INCOME.HC03_EST_VC06","INCOME.HC03_MOE_VC06","INCOME.HC04_EST_VC06","INCOME.HC04_MOE_VC06","INCOME.HC01_EST_VC07","INCOME.HC01_MOE_VC07","INCOME.HC02_EST_VC07","INCOME.HC02_MOE_VC07","INCOME.HC03_EST_VC07","INCOME.HC03_MOE_VC07","INCOME.HC04_EST_VC07","INCOME.HC04_MOE_VC07","INCOME.HC01_EST_VC08","INCOME.HC01_MOE_VC08","INCOME.HC02_EST_VC08","INCOME.HC02_MOE_VC08","INCOME.HC03_EST_VC08","INCOME.HC03_MOE_VC08","INCOME.HC04_EST_VC08","INCOME.HC04_MOE_VC08","INCOME.HC01_EST_VC09","INCOME.HC01_MOE_VC09","INCOME.HC02_EST_VC09","INCOME.HC02_MOE_VC09","INCOME.HC03_EST_VC09","INCOME.HC03_MOE_VC09","INCOME.HC04_EST_VC09","INCOME.HC04_MOE_VC09","INCOME.HC01_EST_VC10","INCOME.HC01_MOE_VC10","INCOME.HC02_EST_VC10","INCOME.HC02_MOE_VC10","INCOME.HC03_EST_VC10","INCOME.HC03_MOE_VC10","INCOME.HC04_EST_VC10","INCOME.HC04_MOE_VC10","INCOME.HC01_EST_VC11","INCOME.HC01_MOE_VC11","INCOME.HC02_EST_VC11","INCOME.HC02_MOE_VC11","INCOME.HC03_EST_VC11","INCOME.HC03_MOE_VC11","INCOME.HC04_EST_VC11","INCOME.HC04_MOE_VC11","INCOME.HC01_EST_VC13","INCOME.HC01_MOE_VC13","INCOME.HC02_EST_VC13","INCOME.HC02_MOE_VC13","INCOME.HC03_EST_VC13","INCOME.HC03_MOE_VC13","INCOME.HC04_EST_VC13","INCOME.HC04_MOE_VC13","INCOME.HC01_EST_VC15","INCOME.HC01_MOE_VC15","INCOME.HC02_EST_VC15","INCOME.HC02_MOE_VC15","INCOME.HC03_EST_VC15","INCOME.HC03_MOE_VC15","INCOME.HC04_EST_VC15","INCOME.HC04_MOE_VC15","INCOME.HC01_EST_VC18","INCOME.HC01_MOE_VC18","INCOME.HC02_EST_VC18","INCOME.HC02_MOE_VC18","INCOME.HC03_EST_VC18","INCOME.HC03_MOE_VC18","INCOME.HC04_EST_VC18","INCOME.HC04_MOE_VC18","INCOME.HC01_EST_VC19","INCOME.HC01_MOE_VC19","INCOME.HC02_EST_VC19","INCOME.HC02_MOE_VC19","INCOME.HC03_EST_VC19","INCOME.HC03_MOE_VC19","INCOME.HC04_EST_VC19","INCOME.HC04_MOE_VC19","INCOME.HC01_EST_VC20","INCOME.HC01_MOE_VC20","INCOME.HC02_EST_VC20","INCOME.HC02_MOE_VC20","INCOME.HC03_EST_VC20","INCOME.HC03_MOE_VC20","INCOME.HC04_EST_VC20","INCOME.HC04_MOE_VC20","VOTEPERCENT","PresYear","HOUSE.Control","SENATE.Control","MONEY.House","MONEY.Governor","MONEY.StateOther","MONEY.StateSenate","MONEY.StateHouse","MONEY.Senate","MONEY.President"
"162",162,"lincoln",2006,41,1,2721,15,2,0,0,0,0,1,0,2,0,5804,3.44589937973811,0.807453416149068,0.73,78,3.74856973213862,13,3,0,0,0,0,1,0,2,0,5892,0.73,0.6769164,71,3.22471147318398,2.80704106186716,"109th (2005–2007)",435,201,233,"Independent (1)","4/1","109 (2005-2007)",100,44,55,1,"84th, 2005-2006","Republican","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,9756305.64,2528259.93,6896026.68,7500839.82,NA,NA
"163",163,"lincoln",2010,41,1,2478,15,2,0,0,0,0,1,0,2,0,5804,3.44589937973811,0.807453416149068,0.73,78,3.74856973213862,13,3,0,0,0,0,1,0,2,0,5892,0.73,0.6769164,71,3.22471147318398,2.80704106186716,"111th (2009–2011)",435,257,178,"0","5/1","111 (2009-2011)",100,57,41,2,"86th, 2009-2010","DFL","DFL","Republican",2249,14,2301,21,4585,5935,5816,10,15,35,59,"62.4","6.3",5935,5676,28,8,12,0,71,"0500000US27081",27081,"Lincoln County, Minnesota",2587,66,1662,71,"1432","80",925,84,8.4,1.8,2.3,1.2,"0.5","0.5",19.6,4.1,8.3,1.6,2.8,1,"2.4","1.1",18.8,3.7,10.9,1.6,5.4,1.4,"4.2","1.4",21.2,3.8,9.9,1.7,8.7,2,"8.2","2.1",12.1,2.4,16.2,2.5,18.2,3.4,"16.8","3.2",13.1,2.8,23.3,2.6,29.5,3.4,"32.3","3.8",10.9,3.5,12.3,2,18.5,2.8,"20.0","3.0",1.7,1.6,6.7,1.5,9.4,2.2,"9.7","2.5",1.2,0.9,1.9,0.7,2.8,1.1,"3.2","1.2",0.3,0.4,1.9,0.8,2.4,0.9,"2.8","1.1",1.1,1.2,44672,2432,58953,3369,63382,2590,20025,2103,55527,3265,69390,4248,"N","N",29674,3427,26.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",28.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",22.7,"(X)",0.540458015267176,0,0,0,33656871.12,17574734.7,1710510.67,5876612.5,6355422.82,NA,NA
"164",164,"lincoln",2014,41,1,2368,15,2,0,0,0,0,1,0,2,0,5804,3.44589937973811,0.807453416149068,0.73,78,3.74856973213862,13,3,0,0,0,0,1,0,2,0,5892,0.73,0.6769164,71,3.22471147318398,2.80704106186716,"113th (2013–2015)",435,201,234,"0","5/1","113 (2013-2015)",100,53,45,2,"88th, 2013-2014","DFL","DFL","DFL",2249,12,2239,17,4517,5821,5755,6,6,36,18,"58.8","7.7",5821,5676,28,8,12,0,71,"0500000US27081",27081,"Lincoln County, Minnesota",2469,72,1613,61,"1359","62",856,65,6.8,1.2,2.5,1.2,"1.0","0.7",16.1,3,6.6,1.4,2.6,1,"1.8","0.9",15,3.3,12.9,1.7,8.1,2,"8.2","2.1",21.7,3.6,10.5,1.8,8.6,1.5,"7.2","1.6",15.1,3.8,13.9,1.6,13.6,2.3,"13.1","2.2",14.6,2.8,21.1,1.8,26.9,3.1,"27.8","3.5",8.2,2.1,13.6,1.9,18.1,2.5,"19.4","3.0",4.4,1.6,11.1,1.4,14.7,2.3,"15.6","2.5",4.4,1.4,2.1,0.6,3,1,"3.6","1.2",0.4,0.4,1.4,0.6,2,0.8,"2.1","0.9",0.1,0.4,49122,2650,63719,3055,67607,2902,23667,1941,59508,2836,72350,3306,"N","N",33366,4004,33.5,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",37.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",25.9,"(X)",0.524241753376135,0,1,0,21320592.23,9123070.81,2921029.04,NA,9080457.25,32170393.66,NA
"165",165,"lyon",2002,42,1,10154,27,5,3,0,0,0,2,3,5,0,25713,1.75008750437522,0.767296376587179,0.82,231,1.25847364617133,31,5,3,0,0,0,2,2,5,0,25768,0.82,0.6671917,240,1.86277553554797,1.15474343974764,"107th (2001–2003)",435,213,220,"Independent (2)","4/1","107 (2001-2003)",100,50,49,1,"82nd, 2001-2002","Republican","DFL","Reform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,5766932.02,1729606.54,5275020.51,6540258.02,NA,NA
"166",166,"lyon",2006,42,1,9543,27,5,3,0,0,0,2,3,5,0,25713,1.75008750437522,0.767296376587179,0.82,231,1.25847364617133,31,5,3,0,0,0,2,2,5,0,25768,0.82,0.6671917,240,1.86277553554797,1.15474343974764,"109th (2005–2007)",435,201,233,"Independent (1)","4/1","109 (2005-2007)",100,44,55,1,"84th, 2005-2006","Republican","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,9756305.64,2528259.93,6896026.68,7500839.82,NA,NA
"167",167,"lyon",2010,42,1,9002,27,5,3,0,0,0,2,3,5,0,25713,1.75008750437522,0.767296376587179,0.82,231,1.25847364617133,31,5,3,0,0,0,2,2,5,0,25768,0.82,0.6671917,240,1.86277553554797,1.15474343974764,"111th (2009–2011)",435,257,178,"0","5/1","111 (2009-2011)",100,57,41,2,"86th, 2009-2010","DFL","DFL","Republican",8854,230,9458,141,18683,25606,24269,0,84,391,862,"52.8","5.7",25606,23169,692,138,813,0,756,"0500000US27083",27083,"Lyon County, Minnesota",10263,223,6257,222,"5274","223",4006,222,8.4,1.5,1.4,0.6,"0.6","0.3",20.4,3.8,6.9,1.3,2.2,0.8,"1.6","0.7",13.9,2.9,10.5,1.6,6.8,1.4,"4.2","1.1",17,3.5,11.4,1.4,11,1.8,"8.4","1.5",14.9,2.8,15.5,1.7,14.8,1.8,"14.0","1.9",15.3,3.3,19.4,1.7,23.9,2.4,"25.8","2.7",11.9,2.6,13.2,1.6,17.8,2.1,"20.2","2.4",3.9,1.4,10.6,1.5,15.6,2.5,"17.6","2.7",2.3,1.1,2.7,0.8,4.1,1.1,"4.6","1.3",0.4,0.5,1.5,0.5,2.5,0.8,"2.9","1.0",0,0.5,46872,2586,63793,3183,70925,2253,24133,2619,57820,1732,73352,2650,"N","N",31076,1967,21.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",21.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",20.5,"(X)",0.481828400149869,0,0,0,33656871.12,17574734.7,1710510.67,5876612.5,6355422.82,NA,NA
"168",168,"lyon",2014,42,1,8423,27,5,3,0,0,0,2,3,5,0,25713,1.75008750437522,0.767296376587179,0.82,231,1.25847364617133,31,5,3,0,0,0,2,2,5,0,25768,0.82,0.6671917,240,1.86277553554797,1.15474343974764,"113th (2013–2015)",435,201,234,"0","5/1","113 (2013-2015)",100,53,45,2,"88th, 2013-2014","DFL","DFL","DFL",8954,143,9262,193,18552,25724,24252,0,39,394,1039,"50.8","7.7",25724,23169,692,138,813,0,756,"0500000US27083",27083,"Lyon County, Minnesota",10076,209,6387,225,"5078","215",3689,229,6.4,1.5,3.5,1.7,"0.6","0.4",14.7,3.9,5.8,1.2,1.6,0.5,"1.0","0.4",12.3,3.1,11.3,2.1,6.7,1.9,"4.2","1.4",18.7,4.1,10.6,1.6,7.5,1.6,"5.6","1.2",15.3,3.1,14.6,1.9,14.6,2.2,"12.3","2.4",16.6,3.6,18.3,1.6,20.1,1.9,"21.4","2.1",13.8,2.6,14.2,1.3,18.3,1.8,"21.2","2.2",6.2,1.8,11.9,1.4,17.5,2.2,"21.6","2.7",1.5,1,3.9,1,5.9,1.6,"6.7","1.9",0.2,0.1,3,0.8,4.4,1.3,"5.4","1.6",0.7,0.5,51182,1927,70910,3435,80500,3749,27926,3461,68750,5005,86697,7922,"N","N",34873,2762,29.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",28.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",29.2,"(X)",0.454021129797326,0,1,0,21320592.23,9123070.81,2921029.04,NA,9080457.25,32170393.66,NA
"169",169,"mahnomen",2002,44,1,2397,3,1,0,0,0,0,0,0,1,0,5525,0.904977375565611,0.727818545697131,0.81,46,0.226822032802356,3,2,0,0,0,0,0,0,1,0,5357,0.81,0.6335858,48,1.12002986746313,0.316286316830103,"107th (2001–2003)",435,213,220,"Independent (2)","4/1","107 (2001-2003)",100,50,49,1,"82nd, 2001-2002","Republican","DFL","Reform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,5766932.02,1729606.54,5275020.51,6540258.02,NA,NA
"170",170,"mahnomen",2006,44,1,2256,3,1,0,0,0,0,0,0,1,0,5525,0.904977375565611,0.727818545697131,0.81,46,0.226822032802356,3,2,0,0,0,0,0,0,1,0,5357,0.81,0.6335858,48,1.12002986746313,0.316286316830103,"109th (2005–2007)",435,201,233,"Independent (1)","4/1","109 (2005-2007)",100,44,55,1,"84th, 2005-2006","Republican","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,9756305.64,2528259.93,6896026.68,7500839.82,NA,NA
"171",171,"mahnomen",2010,44,1,1943,3,1,0,0,0,0,0,0,1,0,5525,0.904977375565611,0.727818545697131,0.81,46,0.226822032802356,3,2,0,0,0,0,0,0,1,0,5357,0.81,0.6335858,48,1.12002986746313,0.316286316830103,"111th (2009–2011)",435,257,178,"0","5/1","111 (2009-2011)",100,57,41,2,"86th, 2009-2010","DFL","DFL","Republican",1870,16,1875,12,3773,5359,5293,0,15,28,23,"48.6","11.6",5359,2691,33,2254,23,4,40,"0500000US27087",27087,"Mahnomen County, Minnesota",1994,88,1355,74,"950","76",639,70,8,2.2,4.7,2,"0.8","1.1",16.9,5.6,8.7,2.1,6.9,2.2,"3.6","1.7",16.7,5,13.8,2.5,10.8,2.6,"6.1","2.1",21.1,6.2,13.9,2.8,10.3,2.5,"8.6","2.7",19.1,5.8,19.3,2.6,22.7,2.9,"27.4","3.6",11,4.3,17,3,20.2,4,"22.2","4.5",8.3,3.2,11,2.1,13.7,2.5,"16.1","3.2",4.4,3.6,7,1.9,8.9,2.5,"12.4","3.4",2.5,2,0.4,0.3,0.6,0.5,"0.8","0.7",0,3.1,0.9,0.6,1.3,0.8,"1.9","1.2",0,3.1,38523,2756,45265,3494,54135,3775,23045,3550,48560,2833,56161,3723,"N","N",29440,3556,29.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",30.8,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.4,"(X)",0.51497482109727,0,0,0,33656871.12,17574734.7,1710510.67,5876612.5,6355422.82,NA,NA
"172",172,"mahnomen",2014,44,1,1754,3,1,0,0,0,0,0,0,1,0,5525,0.904977375565611,0.727818545697131,0.81,46,0.226822032802356,3,2,0,0,0,0,0,0,1,0,5357,0.81,0.6335858,48,1.12002986746313,0.316286316830103,"113th (2013–2015)",435,201,234,"0","5/1","113 (2013-2015)",100,53,45,2,"88th, 2013-2014","DFL","DFL","DFL",1870,11,1926,7,3814,5486,5452,1,5,18,10,"46.6","10.7",5486,2691,33,2254,23,4,40,"0500000US27087",27087,"Mahnomen County, Minnesota",2018,55,1402,59,"893","53",616,44,11.4,2.2,10.8,2,"2.7","1.5",18.8,4.5,8.8,1.5,5.5,1.5,"3.4","1.2",16.1,4,13,2.2,13,2.7,"7.3","1.9",14,3.1,11.2,1.9,10.1,2,"6.9","2.0",16.6,3.2,15.9,1.8,14.8,2.2,"16.8","2.7",16.6,3.2,17.7,1.8,19.5,1.6,"25.5","2.8",10.7,3.5,10.4,1.7,11.2,1.9,"14.4","2.1",5.4,2.7,9.3,1.3,12.3,1.8,"18.8","2.7",1.5,0.9,1.1,0.4,1.3,0.6,"1.7","0.9",0.2,0.4,1.2,0.6,1.6,1,"2.5","1.5",0.3,0.6,39924,2018,44569,4461,59226,4375,25547,4584,51366,2353,56710,3437,"N","N",32479,4010,34.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",32.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",32.1,"(X)",0.459884635553225,0,1,0,21320592.23,9123070.81,2921029.04,NA,9080457.25,32170393.66,NA
"173",173,"marshall",2002,45,1,4923,22,9,1,0,0,0,0,0,2,0,9434,3.60398558405766,0.871775839673409,0.8,105,3.7316110754805,23,10,1,0,0,0,0,0,2,0,9478,0.8,0.6280981,122,3.79826967714708,3.12631121187491,"107th (2001–2003)",435,213,220,"Independent (2)","4/1","107 (2001-2003)",100,50,49,1,"82nd, 2001-2002","Republican","DFL","Reform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,5766932.02,1729606.54,5275020.51,6540258.02,NA,NA
"174",174,"marshall",2006,45,1,4474,22,9,1,0,0,0,0,0,2,0,9434,3.60398558405766,0.871775839673409,0.8,105,3.7316110754805,23,10,1,0,0,0,0,0,2,0,9478,0.8,0.6280981,122,3.79826967714708,3.12631121187491,"109th (2005–2007)",435,201,233,"Independent (1)","4/1","109 (2005-2007)",100,44,55,1,"84th, 2005-2006","Republican","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,9756305.64,2528259.93,6896026.68,7500839.82,NA,NA
"175",175,"marshall",2010,45,1,4316,22,9,1,0,0,0,0,0,2,0,9434,3.60398558405766,0.871775839673409,0.8,105,3.7316110754805,23,10,1,0,0,0,0,0,2,0,9478,0.8,0.6280981,122,3.79826967714708,3.12631121187491,"111th (2009–2011)",435,257,178,"0","5/1","111 (2009-2011)",100,57,41,2,"86th, 2009-2010","DFL","DFL","Republican",3666,24,3499,54,7243,9580,9336,0,37,95,112,"64.4","7.1",9580,9223,32,43,15,0,35,"0500000US27089",27089,"Marshall County, Minnesota",4141,101,2872,95,"2446","104",1269,97,6.1,1.2,2.2,0.7,"1.2","0.6",16.5,3.2,5,1.1,2.6,0.9,"2.5","0.9",10.3,2.7,10.3,1.3,7.1,1.3,"5.8","1.2",18.2,2.8,12.1,1.7,8.5,1.7,"6.1","1.5",20.6,3.5,18.4,1.7,19,2.3,"18.1","2.4",17.7,3.3,20.8,1.5,23.7,2.1,"25.6","2.4",11.8,3.3,14.5,1.7,19.8,2.3,"22.2","2.5",2.1,1,9.7,1.2,12.8,1.6,"14.3","1.9",2.4,1.4,2,0.8,2.7,1.2,"2.2","0.7",0.2,0.2,1.2,0.5,1.6,0.8,"1.9","0.9",0.2,0.2,48565,1731,61300,2283,66875,2134,26913,1566,58045,2131,69028,2746,"N","N",31278,1839,23,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",19.5,"(X)",0.595885682728151,0,0,0,33656871.12,17574734.7,1710510.67,5876612.5,6355422.82,NA,NA
